summary,journey_id,duration_in_days
Find new forms of life,e38e6f00-d84f-11ea-8080-808080808080,93
Crew rotation,530f3c00-d734-11ea-8080-808080808080,172
Crew rotation,c81d6180-cd83-11ea-8080-808080808080,30
Bring passengers to the moon,f9ebc280-c10b-11ea-8080-808080808080,270
Test new spacecraft model,797b5680-beac-11ea-8080-808080808080,75
Find new forms of life,ac094e80-bddb-11ea-8080-808080808080,186
Deploy new internet beacons,60134400-b7f4-11ea-8080-808080808080,28
Crew rotation,04af7380-ad69-11ea-8080-808080808080,260
Bring passengers to the moon,2db82780-a3ab-11ea-8080-808080808080,92
Land on Mars,40d8dc80-986e-11ea-8080-808080808080,205
Mir crew rotation and resupply. First joint US-Russian space walk.,58f3b000-ccfa-11d0-8080-808080808080,9
Spacelab-2 mission. Miscellaneous science experiments. Three communications satellites deployed.,7096b200-9429-11c3-8080-808080808080,8
Bring passengers to the moon,a8a56100-8357-11f1-8080-808080808080,164
Crew rotation,0cbfd200-7fb2-11f1-8080-808080808080,16
Push the boundaries of human exploration,0eeeee80-7bb6-11f1-8080-808080808080,64
Find new forms of life,e1faf700-7b35-11f1-8080-808080808080,54
Find new forms of life,0e8af500-7923-11f1-8080-808080808080,342
Push the boundaries of human exploration,543be400-6556-11f1-8080-808080808080,172
Go to edge of solar system,95ea4080-586e-11f1-8080-808080808080,14
Bring passengers to the moon,df124d00-5488-11f1-8080-808080808080,11
Deploy satellites,b473f900-4c2b-11f1-8080-808080808080,247
Deploy new internet beacons,ca1dc000-4998-11f1-8080-808080808080,99
Atmospheric and solar observations.,73f5f400-cc24-11cd-8080-808080808080,11
Second test of redesigned Soyuz capsule.Astrophysical observations.,b1a20200-8f44-11b6-8080-808080808080,8
Missing Summary,2c6dc200-c84f-11c6-8080-808080808080,10
ISS assembly and supply.,5aa12800-4b31-11d6-8080-808080808080,11
Salyut 6 crew rotation.,88034600-9842-11bb-8080-808080808080,140
Rendezvous maneuver with Mir. First female pilot (Collins). SPACEHAB-3: miscellaneous science experiments. First EVA by an African-American astronaut (Harris).,50a44c00-3f19-11ce-8080-808080808080,8
Docking system tests.,be6b2400-f99f-11cb-8080-808080808080,179
"U.S. Department of Defense mission. Classified payload, reportedly reconnaissance satellite.",186e2600-84c7-11c9-8080-808080808080,5
ISS supply. Preparation for first long-term crew.,d7e76e00-8585-11d4-8080-808080808080,12
ISS crew rotation.,8b7d4000-473f-11e3-8080-808080808080,188
Atmospheric research.,95102800-f72f-11cd-8080-808080808080,11
ISS construction and supply. Delivery of the first set of solar arrays and batteries.,dff31c00-c736-11d4-8080-808080808080,10
"ISS crew rotation, assembly and supply.",0ee88400-8dd4-11d5-8080-808080808080,12
"Microgravity, human physiology and life sciences research.",dbec9600-caaa-11cf-8080-808080808080,17
Failed to reach orbit due to malfunction.,a7984400-02ec-11b8-8080-808080808080,0
Crew rotation,92267800-d67d-11f6-8080-808080808080,29
Go to edge of solar system,f5906d00-d340-11f6-8080-808080808080,78
Deploy satellites,ab27b880-d1a7-11f6-8080-808080808080,215
Bring passengers to the moon,7c748400-cc75-11f6-8080-808080808080,19
Bring passengers to the moon,361b9580-c675-11f6-8080-808080808080,124
Find new forms of life,f9c64080-bb70-11f6-8080-808080808080,170
Push the boundaries of human exploration,16bf9b80-b501-11f6-8080-808080808080,31
Bring passengers to the moon,8a28f980-ac33-11f6-8080-808080808080,232
Deploy satellites,f6b8d100-ab2b-11f6-8080-808080808080,45
Go to edge of solar system,ec829400-a806-11f6-8080-808080808080,139
Ansari X Prize flight #1.,0cfd6600-122a-11d9-8080-808080808080,0
First Soyuz mission since the collapse of the USSR.,3ce85400-03d4-11cb-8080-808080808080,8
Salyut 6 refurbishment.,d34c1c00-5824-11be-8080-808080808080,13
Crashed on re-entry. First fatality during spaceflight.,a38a3000-189c-11af-8080-808080808080,1
First instance of two manned spacecraft in orbit simultaneously.,403fcc00-d533-11a9-8080-808080808080,3
German-sponsored Spacelab flight: miscellaneous science experiments.,23cfdc00-416c-11cc-8080-808080808080,10
Mir crew rotation. First EVA by a German cosmonaut (Reiter).,e480e800-e5ce-11ce-8080-808080808080,179
Failed to board Salyut 5 space station.,b3af9800-b99e-11b9-8080-808080808080,2
Further system testing. Miscellaneous scientific experiments and Earth science observations.,99620000-d162-11bf-8080-808080808080,8
ISS assembly and supply. Delivery of Alpha Magnetic Spectrometer. Delivery of ELC3. Final flight of Endeavour.,713bc000-7f4f-11e0-8080-808080808080,16
ISS crew rotation.,6bba0000-2575-11e3-8080-808080808080,167
Final space shuttle R&D flight. Miscellaneous scientific experiments plus classified US Air Force payload.,49af5800-1d93-11c0-8080-808080808080,7
Push the boundaries of human exploration,0c93ab80-9ca1-11f4-8080-808080808080,295
Find new forms of life,18964500-9b9d-11f4-8080-808080808080,177
Find new forms of life,7cf95780-9625-11f4-8080-808080808080,8
Find new forms of life,14913480-8836-11f4-8080-808080808080,155
Tourist flight,ddda7d80-827b-11f4-8080-808080808080,6
Deploy new internet beacons,9093d880-81b5-11f4-8080-808080808080,88
Deploy satellites,e7a00a80-7b30-11f4-8080-808080808080,200
Test new spacecraft model,1b0e2c80-77f3-11f4-8080-808080808080,54
Test new spacecraft model,e866f880-7594-11f4-8080-808080808080,21
Bring passengers to the moon,1ce99e80-751a-11f4-8080-808080808080,12
Push the boundaries of human exploration,e15ab900-3c0c-11f2-8080-808080808080,18
Deploy satellites,21d8fc00-3a80-11f2-8080-808080808080,24
Bring supplies to space center,55248f80-306b-11f2-8080-808080808080,108
Go to edge of solar system,a3506a80-2f67-11f2-8080-808080808080,109
Go to edge of solar system,27292a80-2e74-11f2-8080-808080808080,160
Test new spacecraft model,299b3400-2b97-11f2-8080-808080808080,165
Go to edge of solar system,00903300-2794-11f2-8080-808080808080,121
Crew rotation,0fe97200-2616-11f2-8080-808080808080,136
Deploy satellites,ccb9c280-24a0-11f2-8080-808080808080,157
Land on Mars,7430cc80-22ca-11f2-8080-808080808080,157
ISS crew rotation.,c85cc000-ac58-11e6-8080-808080808080,197
ISS assembly Delivery of Tranquility and Cupola,e6634000-1444-11df-8080-808080808080,14
Mir crew rotation. Technology experiments. First European EVA (Chr̩tien).,7a55be00-4f86-11c7-8080-808080808080,25
First Czech astronaut and first astronaut not from USA or USSR (Remek).,c3318000-4597-11bb-8080-808080808080,8
Deploy satellites,bcb09300-21c1-11f2-8080-808080808080,21
Deploy satellites,08762480-214f-11f2-8080-808080808080,163
Test new spacecraft model,1d9bb980-18ec-11f2-8080-808080808080,271
Push the boundaries of human exploration,91e30e00-1609-11f2-8080-808080808080,216
Crew rotation,23c31c00-1521-11f2-8080-808080808080,138
Tourist flight,02dac800-1448-11f2-8080-808080808080,225
Tourist flight,6e18a000-1430-11f2-8080-808080808080,207
Land on Mars,61207c00-0888-11f2-8080-808080808080,89
Land on Mars,77a2b980-0675-11f2-8080-808080808080,305
Land on Mars,98c2c600-05f3-11f2-8080-808080808080,122
Go to edge of solar system,abcdc500-782d-11f6-8080-808080808080,188
Go to edge of solar system,17732080-75e9-11f6-8080-808080808080,4
Deploy new internet beacons,21f5b800-5f60-11f6-8080-808080808080,74
Tourist flight,a15bc480-4134-11f6-8080-808080808080,190
Bring supplies to space center,4cf55d80-19ab-11f6-8080-808080808080,135
Go to edge of solar system,1668f700-1874-11f6-8080-808080808080,84
Find new forms of life,6a042200-182d-11f6-8080-808080808080,11
Test new spacecraft model,3174cc00-1387-11f6-8080-808080808080,171
Tourist flight,d8428b00-09cb-11f6-8080-808080808080,16
Push the boundaries of human exploration,c2c7b580-0295-11f6-8080-808080808080,27
ISS crew rotation.,98ae8e00-ad47-11d9-8080-808080808080,179
Crew rotation,9df6d400-f487-11f5-8080-808080808080,50
Go to edge of solar system,22b39f00-effd-11f5-8080-808080808080,113
Go to edge of solar system,a8e5d500-e569-11f5-8080-808080808080,86
Bring passengers to the moon,61255780-e45c-11f5-8080-808080808080,42
Tourist flight,b3d82280-e40e-11f5-8080-808080808080,132
Crew rotation,7e6e1a00-c4dd-11f5-8080-808080808080,76
Go to edge of solar system,79849000-bb05-11f5-8080-808080808080,49
Push the boundaries of human exploration,e3648600-b237-11f5-8080-808080808080,7
Bring supplies to space center,fdca2280-b0c4-11f5-8080-808080808080,109
Land on Mars,50fa9180-b041-11f5-8080-808080808080,48
Find new forms of life,73e1ee00-cd56-11eb-8080-808080808080,17
Find new forms of life,f94c7080-cac0-11eb-8080-808080808080,250
Land on Mars,ca13d600-c818-11eb-8080-808080808080,182
Deploy new internet beacons,9f255880-c645-11eb-8080-808080808080,338
Tourist flight,0f827d00-c480-11eb-8080-808080808080,222
Deploy new internet beacons,a6263f80-c395-11eb-8080-808080808080,180
Tourist flight,82f03e80-bfe9-11eb-8080-808080808080,26
Go to edge of solar system,f25d2400-bf3e-11eb-8080-808080808080,59
Crew rotation,9d66c400-bdff-11eb-8080-808080808080,286
Push the boundaries of human exploration,725c3780-bac2-11eb-8080-808080808080,197
Mir crew rotation and resupply.,347ce600-834f-11d0-8080-808080808080,20
Test new spacecraft model,78b7c400-26d9-11eb-8080-808080808080,228
Find new forms of life,53b1ba00-2024-11eb-8080-808080808080,77
Find new forms of life,50631400-0bc7-11eb-8080-808080808080,13
Bring supplies to space center,dd410a00-0503-11eb-8080-808080808080,103
Tourist flight,8ce54780-01a5-11eb-8080-808080808080,67
Go to edge of solar system,b7e8b500-f8e2-11ea-8080-808080808080,134
Crew rotation,662bd280-dfa4-11ea-8080-808080808080,217
Find new forms of life,4e186c80-df2c-11ea-8080-808080808080,4
Tourist flight,a7567680-dc74-11ea-8080-808080808080,21
Go to edge of solar system,d0fd7b00-da85-11ea-8080-808080808080,89
Bring passengers to the moon,8cd54300-3d82-11f8-8080-808080808080,57
Land on Mars,94069d80-366c-11f8-8080-808080808080,146
Land on Mars,2d082b00-2f80-11f8-8080-808080808080,23
Test new spacecraft model,db0f9d00-2d14-11f8-8080-808080808080,75
Deploy new internet beacons,1711ea80-2ae8-11f8-8080-808080808080,97
Bring passengers to the moon,61e9f300-2899-11f8-8080-808080808080,18
Tourist flight,7e491880-1b94-11f8-8080-808080808080,112
Deploy new internet beacons,3787c400-18f1-11f8-8080-808080808080,20
Bring supplies to space center,32bdbb80-1551-11f8-8080-808080808080,99
Test new spacecraft model,42a41400-0e5c-11f8-8080-808080808080,43
Failed to board Salyut 6 space station. First Bulgarian in space (Ivanov).,4c30f400-8320-11bc-8080-808080808080,2
Deploy new internet beacons,e0237780-e334-11ef-8080-808080808080,63
Tourist flight,44cfae00-e14c-11ef-8080-808080808080,58
Find new forms of life,5eb9c280-e145-11ef-8080-808080808080,29
Go to edge of solar system,fb973580-e049-11ef-8080-808080808080,221
Go to edge of solar system,05481580-dbd2-11ef-8080-808080808080,14
Find new forms of life,1a359200-db5b-11ef-8080-808080808080,141
Land on Mars,78c40a00-d9bb-11ef-8080-808080808080,19
Find new forms of life,42cfa900-d28a-11ef-8080-808080808080,173
Tourist flight,8a90dd80-d09c-11ef-8080-808080808080,109
Land on Mars,9657e680-c7f6-11ef-8080-808080808080,36
ISS crew rotation.,ea028000-9e20-11e1-8080-808080808080,125
Fourth lunar landing. First Lunar Rover. First deep space EVA.,64491400-def5-11b3-8080-808080808080,12
First one week spaceflight. Cooper becomes the first person to orbit the Earth on two different missions.,55c97000-39b5-11ad-8080-808080808080,8
Deploy new internet beacons,d4316c80-c3e5-11ee-8080-808080808080,76
Tourist flight,ed0d9400-bcfa-11ee-8080-808080808080,20
Go to edge of solar system,d5d5f480-b5de-11ee-8080-808080808080,47
Crew rotation,c6ad5480-b4c1-11ee-8080-808080808080,166
Push the boundaries of human exploration,c0f34700-b4a0-11ee-8080-808080808080,2
Go to edge of solar system,cc0c5580-b1c8-11ee-8080-808080808080,116
Find new forms of life,d1576080-aea7-11ee-8080-808080808080,198
Deploy new internet beacons,0fd42780-ae76-11ee-8080-808080808080,47
Bring supplies to space center,1a97a980-adef-11ee-8080-808080808080,187
Go to edge of solar system,1a799b80-ac81-11ee-8080-808080808080,254
Mir crew rotation.,9055d400-7610-11cc-8080-808080808080,197
Bring supplies to space center,eeb94580-721f-11f4-8080-808080808080,62
Crew rotation,2b2a7880-7203-11f4-8080-808080808080,156
Land on Mars,ca971200-702f-11f4-8080-808080808080,34
Tourist flight,1cf21780-6fcb-11f4-8080-808080808080,135
Crew rotation,cc9d9a00-6f77-11f4-8080-808080808080,306
Go to edge of solar system,35a86080-692d-11f4-8080-808080808080,94
Test new spacecraft model,5e3c9780-6182-11f4-8080-808080808080,54
Land on Mars,4ee20200-5f68-11f4-8080-808080808080,255
Find new forms of life,d9fe4d80-59e6-11f4-8080-808080808080,23
Bring passengers to the moon,d6d11080-5553-11f4-8080-808080808080,35
Missing Summary,9dc6f800-aace-11be-8080-808080808080,75
Mir crew rotation and resupply.,e388dc00-3617-11d1-8080-808080808080,10
Delivery of final solar power generation module and crew rotation,3a11c000-10f4-11de-8080-808080808080,14
First East German in space (J_hn).,eb162200-d0a8-11bb-8080-808080808080,8
Assessment of Salyut 5 stations military surveillance capabilities.,e4e51600-6adb-11b9-8080-808080808080,49
Crew rotation,1898d900-88ae-11ec-8080-808080808080,119
Test new spacecraft model,8efc8d80-840d-11ec-8080-808080808080,353
Bring passengers to the moon,ae46dc80-8373-11ec-8080-808080808080,44
Go to edge of solar system,8268d700-7fc0-11ec-8080-808080808080,86
Land on Mars,0bb0ad00-7d26-11ec-8080-808080808080,152
Push the boundaries of human exploration,00834300-7ba7-11ec-8080-808080808080,304
Land on Mars,50a12d80-7462-11ec-8080-808080808080,192
Go to edge of solar system,f0945800-71d1-11ec-8080-808080808080,149
Crew rotation,13751e00-70a5-11ec-8080-808080808080,188
Deploy new internet beacons,56756280-6c5b-11ec-8080-808080808080,4
ISS crew rotation.,986a4000-0e53-11e1-8080-808080808080,165
Test flight of new Soyuz design following Soyuz 11 disaster.,524dcc00-4ed8-11b6-8080-808080808080,2
First Hubble Space Telescope repair servicing mission.,a1b94a00-eee8-11cc-8080-808080808080,11
Tested Lunar Module in low lunar orbit.,25b2a600-6aaf-11b1-8080-808080808080,8
Mir crew rotation.,11fe6e00-0c01-11cd-8080-808080808080,182
Research into long-term stays in space.,bdda8c00-298e-11b8-8080-808080808080,63
Mir crew rotation and maintenance.,e2e92c00-4915-11c5-8080-808080808080,175
Tested Lunar Module in low Earth orbit.,e95db800-2f4b-11b1-8080-808080808080,10
ISS crew rotation.,02eec000-e5fb-11e3-8080-808080808080,166
Mir crew rotation.,39216c00-df03-11cd-8080-808080808080,170
ISS construction and outfitting. 100th Space Shuttle mission.,999dfe00-9fcc-11d4-8080-808080808080,13
Miscellaneous scientific experiments. First Spaniard in space (Duque). Veteran John Glenn returned to space aged 77.,398b2a00-6f64-11d2-8080-808080808080,9
Crew rotation,d0a7d400-e307-11ee-8080-808080808080,102
Bring passengers to the moon,dc518b80-e0b8-11ee-8080-808080808080,247
Push the boundaries of human exploration,cc495b80-dddb-11ee-8080-808080808080,118
Test new spacecraft model,63de3100-da0d-11ee-8080-808080808080,180
Deploy new internet beacons,18fce480-d94d-11ee-8080-808080808080,196
Push the boundaries of human exploration,74705f00-d63b-11ee-8080-808080808080,63
Push the boundaries of human exploration,0753bf80-d590-11ee-8080-808080808080,169
Go to edge of solar system,5182ff80-d0bd-11ee-8080-808080808080,301
Deploy satellites,b1202480-c8df-11ee-8080-808080808080,30
Go to edge of solar system,b3b52b00-c6e1-11ee-8080-808080808080,105
Bring supplies to space center,5b99af00-0fc0-11ee-8080-808080808080,44
Deploy new internet beacons,1f5b5400-0faa-11ee-8080-808080808080,52
Deploy new internet beacons,91e3b400-0b12-11ee-8080-808080808080,0
Deploy satellites,4117a700-0173-11ee-8080-808080808080,177
Deploy satellites,96685700-fe07-11ed-8080-808080808080,66
Land on Mars,b205b780-f873-11ed-8080-808080808080,167
Find new forms of life,220e0100-eb44-11ed-8080-808080808080,29
Go to edge of solar system,e3754280-e07d-11ed-8080-808080808080,256
Deploy new internet beacons,1c210780-dffd-11ed-8080-808080808080,41
Deploy new internet beacons,7be18f00-dd2d-11ed-8080-808080808080,6
Investigation of air quality on board Salyut 5.,a07a8800-14b9-11ba-8080-808080808080,18
First ISS construction mission. Delivery of Unity Node Module.,6912e200-8a8e-11d2-8080-808080808080,12
ISS assembly and crew rotationDelivery of Kibo Japanese Experiment Module,8319c000-2ea4-11dd-8080-808080808080,14
First Mongolian in space (G_rragchaa).,9b139200-b288-11be-8080-808080808080,8
Atmospheric research.,2a6d2600-0f33-11d1-8080-808080808080,12
First Cuban and first black person in space (Tamayo-Mendez).,28e0ba00-214c-11be-8080-808080808080,8
Communications satellite deployed. Miscellaneous scientific experiments. First senator in space (Garn).,32739200-3f0f-11c3-8080-808080808080,7
"Deployment of Tethered Satellite System (TSS-1R) (reflight, partial success). Microgravity research.",1ab94c00-6d56-11cf-8080-808080808080,16
Bring supplies to space center,70964000-53f1-11f9-8080-808080808080,57
Bring supplies to space center,bf3f6800-4f21-11f9-8080-808080808080,84
Deploy new internet beacons,3f060680-443b-11f9-8080-808080808080,77
Land on Mars,e9947e80-3dd6-11f9-8080-808080808080,100
Land on Mars,4589cf80-323b-11f9-8080-808080808080,140
Crew rotation,c5c67b80-2b3d-11f9-8080-808080808080,83
Deploy new internet beacons,07194e80-209b-11f9-8080-808080808080,50
Go to edge of solar system,0053aa00-1d30-11f9-8080-808080808080,70
Test new spacecraft model,e5b76c00-1671-11f9-8080-808080808080,18
Test new spacecraft model,ebb92a00-1557-11f9-8080-808080808080,273
Neuroscience research. Final Spacelab mission.,89398200-d620-11d1-8080-808080808080,16
Tourist flight,8d63fa00-a45b-11f9-8080-808080808080,70
Land on Mars,43305100-9a37-11f9-8080-808080808080,76
Land on Mars,d59f1200-8fac-11f9-8080-808080808080,282
Find new forms of life,d8afa080-8c42-11f9-8080-808080808080,176
Bring passengers to the moon,30d21f00-713a-11f9-8080-808080808080,221
Find new forms of life,61c96e80-6873-11f9-8080-808080808080,268
Test new spacecraft model,19f34800-5550-11f9-8080-808080808080,221
ISS crew rotation. Third space tourist (Olsen).,ffa8fc00-322e-11da-8080-808080808080,10
Launched commercial ANIK C-3 and SBS-C communications satellites. Planned EVA cancelled due to space suit malfunction.,7e781200-8924-11c0-8080-808080808080,5
Failed to board Salyut 6 space station.,9de38000-d404-11ba-8080-808080808080,2
Longest solo spaceflight.,0e6f1a00-c5c9-11aa-8080-808080808080,5
Hubble Space Telescope Servicing Mission 4,ab9d8000-3dbe-11de-8080-808080808080,13
Deploy satellites,69b27200-e82b-11f7-8080-808080808080,56
Deploy satellites,e4502000-e274-11f7-8080-808080808080,85
Bring supplies to space center,d3c18a80-e21f-11f7-8080-808080808080,245
Find new forms of life,ea559380-de65-11f7-8080-808080808080,124
Find new forms of life,082ae600-dddd-11f7-8080-808080808080,186
Deploy new internet beacons,ef170f00-dbfb-11f7-8080-808080808080,51
Bring supplies to space center,ee27a400-db4d-11f7-8080-808080808080,269
Test new spacecraft model,d0789e80-d591-11f7-8080-808080808080,238
Deploy satellites,9770ea80-d428-11f7-8080-808080808080,149
Deploy satellites,43221980-d307-11f7-8080-808080808080,143
Bring passengers to the moon,1624cc00-14f3-11f9-8080-808080808080,115
Crew rotation,979f6800-f6c4-11f8-8080-808080808080,51
Push the boundaries of human exploration,8c081f00-e918-11f8-8080-808080808080,77
Go to edge of solar system,55c59380-e875-11f8-8080-808080808080,11
Deploy satellites,2bf25c80-e70f-11f8-8080-808080808080,48
Go to edge of solar system,00494580-d99f-11f8-8080-808080808080,4
Push the boundaries of human exploration,fca27100-d5e2-11f8-8080-808080808080,25
Push the boundaries of human exploration,81926b00-d4bb-11f8-8080-808080808080,228
Test new spacecraft model,6f985a80-c503-11f8-8080-808080808080,18
Find new forms of life,83d74b80-c460-11f8-8080-808080808080,78
Tourist flight,27836100-0991-11f8-8080-808080808080,7
Push the boundaries of human exploration,d6b81080-07b6-11f8-8080-808080808080,137
Deploy new internet beacons,7f5d4900-05da-11f8-8080-808080808080,35
Tourist flight,46ed4900-05a1-11f8-8080-808080808080,157
Crew rotation,a7df0c00-036a-11f8-8080-808080808080,29
Crew rotation,b8f02600-0261-11f8-8080-808080808080,176
Deploy satellites,80ed4100-fbd8-11f7-8080-808080808080,223
Go to edge of solar system,6aea6c80-fb55-11f7-8080-808080808080,326
Land on Mars,0f05b680-f8bd-11f7-8080-808080808080,59
Deploy satellites,e5329700-edc8-11f7-8080-808080808080,146
Crew rotation,2497e800-f2ca-11f6-8080-808080808080,109
Bring passengers to the moon,b00b2500-ef28-11f6-8080-808080808080,158
Bring passengers to the moon,a7de8b80-ec83-11f6-8080-808080808080,172
Land on Mars,3a67df00-e8c0-11f6-8080-808080808080,97
Test new spacecraft model,e04f1700-e7f6-11f6-8080-808080808080,41
Tourist flight,331bd500-e7dd-11f6-8080-808080808080,7
Find new forms of life,592d3680-e4b8-11f6-8080-808080808080,160
Tourist flight,37572e00-e038-11f6-8080-808080808080,86
Land on Mars,1acd9580-dcc8-11f6-8080-808080808080,80
Tourist flight,32aa0880-dc39-11f6-8080-808080808080,96
ISS crew rotation.,39880000-e2bd-11e7-8080-808080808080,168
Microgravity and Earth science research. First Israeli in space (Ramon). Broke up during re-entry with loss of all crew.,a1e20200-2968-11d7-8080-808080808080,16
First manned flight of the Soyuz T.,f8c52200-cea0-11bd-8080-808080808080,4
ISS logistics and crew rotation,587fc000-b2a8-11dd-8080-808080808080,15
Held altitude record prior to lunar missions (1374km).,51b02c00-69d6-11ae-8080-808080808080,3
Push the boundaries of human exploration,babf4d80-60e8-11ea-8080-808080808080,242
Tourist flight,d0cae380-5f19-11ea-8080-808080808080,53
Find new forms of life,1594ce80-599e-11ea-8080-808080808080,80
Crew rotation,17f8d080-560c-11ea-8080-808080808080,17
Test new spacecraft model,6bf11000-4ebc-11ea-8080-808080808080,308
Tourist flight,f721b700-4d91-11ea-8080-808080808080,19
Land on Mars,ee999400-4d31-11ea-8080-808080808080,2
Go to edge of solar system,80bd8000-4cd1-11ea-8080-808080808080,212
Push the boundaries of human exploration,7bd96780-47cb-11ea-8080-808080808080,188
Land on Mars,9670f980-4755-11ea-8080-808080808080,163
First three-craft spaceflight.,6f62c800-df4b-11b1-8080-808080808080,5
Find new forms of life,87b33000-fad9-11f0-8080-808080808080,32
Deploy new internet beacons,92eb3d80-f8d8-11f0-8080-808080808080,147
Deploy new internet beacons,34a46780-f8a4-11f0-8080-808080808080,275
Land on Mars,fb76d500-f787-11f0-8080-808080808080,102
Push the boundaries of human exploration,ae14bb00-f12a-11f0-8080-808080808080,68
Crew rotation,87a03400-eff3-11f0-8080-808080808080,31
Push the boundaries of human exploration,783a9580-ed2a-11f0-8080-808080808080,76
Find new forms of life,49cf8580-eb85-11f0-8080-808080808080,113
Crew rotation,a6731f00-e7d8-11f0-8080-808080808080,104
Crew rotation,8543fd00-e70a-11f0-8080-808080808080,42
First human spaceflight of the Peoples Republic of China.,e6c0a800-feaa-11d7-8080-808080808080,0
Atmospheric Laboratory for Applications and Science (ATLAS-1): international experiments in atmospheric and astronomical research. First Belgian in space (Frimout).,ad105000-0967-11cb-8080-808080808080,9
ISS crew rotation.,986dc000-3004-11e5-8080-808080808080,142
ISS crew rotation.,32460000-ad54-11de-8080-808080808080,169
ISS crew rotation.,ae480000-3dea-11df-8080-808080808080,176
Radar mapping of Earth and atmospheric research.,875a1600-538b-11cd-8080-808080808080,11
Go to edge of solar system,c2c7c000-6186-11f3-8080-808080808080,177
Bring supplies to space center,da8cca80-5c01-11f3-8080-808080808080,9
Land on Mars,5f1b2100-5be1-11f3-8080-808080808080,259
Tourist flight,f9299c00-5bd6-11f3-8080-808080808080,130
Bring supplies to space center,59aea400-595f-11f3-8080-808080808080,128
Push the boundaries of human exploration,517a7d00-50b2-11f3-8080-808080808080,123
Deploy satellites,f8550100-4f6c-11f3-8080-808080808080,210
Test new spacecraft model,57f6c380-4e2a-11f3-8080-808080808080,10
Go to edge of solar system,1ee8e700-4aea-11f3-8080-808080808080,56
Deploy satellites,0efce300-4aa9-11f3-8080-808080808080,25
First docking in space in history with Agena Target Vehicle Planned EVA canceled due to early re-entry necessitated by stuck thruster.,1f1ab600-dc75-11ad-8080-808080808080,1
Tourist flight,59053e00-48e1-11ec-8080-808080808080,31
Tourist flight,1a245200-44b5-11ec-8080-808080808080,93
Go to edge of solar system,9bd70680-1e9a-11ec-8080-808080808080,89
Land on Mars,303e3f00-1cca-11ec-8080-808080808080,66
Crew rotation,5b803600-10ef-11ec-8080-808080808080,302
Bring supplies to space center,7b94e000-04c7-11ec-8080-808080808080,145
Deploy satellites,4a9df980-fcd6-11eb-8080-808080808080,126
Find new forms of life,560aa780-e35b-11eb-8080-808080808080,55
Deploy new internet beacons,ffea5a00-da66-11eb-8080-808080808080,50
Deploy new internet beacons,1ce15080-cfc4-11eb-8080-808080808080,161
ISS crew rotation.,b2df8000-7327-11e7-8080-808080808080,139
Lunar landing aborted following explosion en route.,b74e8600-6d07-11b2-8080-808080808080,6
"U.S. Department of Defense mission. Part-classified payload, including various science experiments and observations.",ba4a7200-053f-11ca-8080-808080808080,8
"Ansari X Prize flight #2, winning the prize.",86bf9600-1614-11d9-8080-808080808080,0
Spacelab life sciences mission.,b7cdae00-cbb9-11cc-8080-808080808080,14
Mir crew rotation. Biological experiments and astronomical observations.,1fc1e400-436b-11c6-8080-808080808080,8
Medical and materials science experiments. Mir repairs.,50e5f000-94cf-11cd-8080-808080808080,126
First two-week spaceflight. First space rendezvous in history with Gemini 6A.,d4e16c00-8c65-11ad-8080-808080808080,14
Deployment of fifth Tracking and Data Relay Satellite (TDRS-F). Diffuse X-ray Spectrometer (DXS) and microgravity experiments.,8eb95200-f13d-11cb-8080-808080808080,6
ERBS satellite deployed. Radar imaging. First EVA by an American woman (Sullivan). First Canadian in space (Garneau). First flight including two women.,c2bcb000-aa70-11c2-8080-808080808080,8
Magellan probe deployed.,20bd9200-cc90-11c7-8080-808080808080,4
ISS crew rotation.,f0d98000-7810-11df-8080-808080808080,164
ISS assembly and supply. Final flight of Atlantis. Final mission of the Space Shuttle.,39208000-a8f5-11e0-8080-808080808080,13
ISS assembly Delivery of ELC1 and ELC2,fbb04000-d242-11de-8080-808080808080,11
Radar imaging of Earth.,e49e9800-dc47-11cd-8080-808080808080,11
Deployment of Tracking and Data Relay Satellite-5.,ceb58200-50cd-11ca-8080-808080808080,9
Bring supplies to space center,a0ffe880-7b2b-11ee-8080-808080808080,135
Crew rotation,39452600-6b9b-11ee-8080-808080808080,179
Go to edge of solar system,793a9080-67ca-11ee-8080-808080808080,303
Find new forms of life,c0600800-4f24-11ee-8080-808080808080,133
Crew rotation,f9638780-393a-11ee-8080-808080808080,176
Crew rotation,1d9e3a80-3695-11ee-8080-808080808080,115
Bring passengers to the moon,4d572980-2b50-11ee-8080-808080808080,154
Bring supplies to space center,c675da80-1ad6-11ee-8080-808080808080,130
Tourist flight,a1323800-16a2-11ee-8080-808080808080,118
Bring passengers to the moon,fd870780-12f0-11ee-8080-808080808080,76
SPACEHAB-4: miscellaneous science experiments. Deployment of Spartan-207/IAE (Inflatable Antenna Experiment) satellite. Rendezvous with experimental satellite.,6024c400-b161-11cf-8080-808080808080,10
Bring supplies to space center,7c190d80-a841-11ec-8080-808080808080,27
Bring supplies to space center,40595600-a7f7-11ec-8080-808080808080,86
Land on Mars,d02bb400-a5ed-11ec-8080-808080808080,9
Bring supplies to space center,868d6e80-a41f-11ec-8080-808080808080,38
Tourist flight,17ce6680-9dca-11ec-8080-808080808080,5
Test new spacecraft model,76cd9780-9c73-11ec-8080-808080808080,262
Go to edge of solar system,5fa94580-9913-11ec-8080-808080808080,153
